Title,Year,Venue,DOI link,Screening judgement,ReasonCode,ReasonNote,Full-Text Accessibility,Publication Language
Interoperability: A Key to the Future,2025,Computer,https://doi.org/10.1109/MC.2025.3547072,Exclude,EC1,"The abstract discusses interoperability in a broad organizational context, lacking specific focus on programming language interactions or multilingual software systems. Critical screening criteria related to technical language interoperability are not met, wit…",maybe,yes
Multidisciplinary Interoperability for Earth Observations: Some Architectural Issues,2012,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,https://doi.org/10.1109/JSTARS.2012.2190721,Exclude,EC1,"The abstract discusses Earth Observation infrastructure and multidisciplinary information sharing, but lacks specific focus on programming language interoperability or multilingual software systems. While the paper addresses integration challenges, it does not…",maybe,yes
The external and data loose coupling for the integration of software units: a systematic mapping study,2021,PeerJ Computer Science,https://doi.org/10.7717/peerj-cs.796,Exclude,EC1,"The systematic mapping study addresses software integration broadly but lacks specific focus on multilingual programming language interoperability. While the research is methodologically sound and within software engineering, it does not meet the detailed crit…",maybe,yes
Semi-automated schema integration with SASMINT,2010,Knowledge and Information Systems,https://doi.org/10.1007/s10115-009-0217-z,Exclude,EC1,"The research paper focuses on database schema integration and interoperability, fundamentally diverging from the systematic review's core requirements of multilingual software systems. Despite presenting technical solutions and empirical evidence, the study fa…",maybe,yes
Corpus-based terminological evaluation of ontologies,2012,Appl. Ontology,https://doi.org/10.3233/AO-2012-0114,Exclude,EC1,"The research paper focuses on ontology evaluation and natural language processing, fundamentally diverging from the systematic review's core criteria of multilingual software systems and programming language interoperability. Despite presenting a technical sol…",maybe,yes
Meemi: A simple method for post-processing and integrating cross-lingual word embeddings,2020,Natural Language Engineering,https://doi.org/10.1017/S1351324921000280,Exclude,EC1,"The research focuses exclusively on natural language processing and word embeddings, failing to address programming language interoperability or software integration between different programming languages. Despite presenting technical solutions and empirical …",maybe,yes
Automatic Multilingual Stopwords Identification from Very Small Corpora,2021,Electronics,https://doi.org/10.3390/electronics10172169,Exclude,EC1,"The paper focuses on Natural Language Processing techniques for stopword identification across multiple languages, but does not address programming language interoperability or software system integration. While technically rigorous and multilingual in scope, …",maybe,yes
Interdisciplinary engineering of cyber-physical production systems: highlighting the benefits of a combined interdisciplinary modelling approach on the basis of an industrial case,2020,Design Science,https://doi.org/10.1017/dsj.2020.2,Exclude,EC1,"The abstract focuses on manufacturing systems and organizational collaboration, lacking any substantive discussion of multilingual software systems or programming language interoperability. Despite presenting technical and empirical evidence, the paper fails t…",maybe,yes
Cross-lingual semantic annotation of biomedical literature: experiments in Spanish and English,2019,Bioinform.,https://doi.org/10.1093/bioinformatics/btz853,Exclude,EC1,"The research focuses on natural language processing and machine translation in biomedical texts, specifically addressing Spanish and English language challenges. While demonstrating multilingual capabilities and empirical methodology, the study does not meet k…",maybe,yes
Grounding End-to-End Pre-trained architectures for Semantic Role Labeling in multiple languages,2023,Intelligenza Artificiale,https://doi.org/10.3233/IA-230012,Exclude,EC1,"The research focuses on natural language processing and human-robot interaction, primarily addressing multilingual capabilities in natural languages rather than programming language interoperability. Despite presenting a sophisticated transformer-based archite…",maybe,yes
Testing Conformance and Interoperability of eHealth Applications,2010,Methods of Information in Medicine,https://doi.org/10.3414/ME09-02-0022,Exclude,EC1,"The research paper focuses on eHealth standards and interoperability testing, but does not address multilingual programming language systems or interlanguage collaboration. While the study presents a technical framework for testing healthcare messaging standar…",maybe,yes
Assessing the Real Impact of Open-Source Components in Software Systems,2023,IEEE Access,https://doi.org/10.1109/ACCESS.2023.3322362,Exclude,EC1,"The research focuses on software composition analysis and open-source library integration, but lacks explicit evidence of multilingual programming language interoperability. While the study presents technical solutions and empirical evidence across 200 GitHub …",maybe,yes
SEAL: Integrating Program Analysis and Repository Mining,2023,ACM Transactions on Software Engineering and Methodology,https://doi.org/10.1145/3585008,Exclude,EC1,"The research paper focuses on software engineering techniques combining program analysis and repository mining, but does not address multilingual software systems or programming language interoperability. Despite being a technically sound software engineering …",maybe,yes
Cyber-Physical Systems: a multi-criteria assessment for Internet-of-Things (IoT) systems,2019,Enterprise Information Systems,https://doi.org/10.1080/17517575.2019.1698060,Exclude,EC4,The full-text accessibility cannot be determined from the abstract alone.,no,yes
From Monolingualism to Multilingualism: Deep Learning-Enhanced Multilingual Text Semantic Communication System,2025,IEEE Communications Letters,https://doi.org/10.1109/LCOMM.2025.3565692,Exclude,EC1,"The research addresses multilingual text semantic communication systems, but fails to meet critical screening criteria related to programming language interoperability. While presenting technical solutions and empirical evidence for natural language processing…",maybe,maybe
On the Move to Meaningful Internet Systems: OTM 2015 Workshops,2015,Lecture Notes in Computer Science,https://doi.org/10.1007/978-3-319-26138-6,Exclude,EC4,I could not determine from the abstract whether the full text of the paper is accessible for review.,no,maybe
On the formal definition of the systems’ interoperability capability: an anthropomorphic approach,2017,Enterprise Information Systems,https://doi.org/10.1080/17517575.2015.1057236,Exclude,EC1,"The abstract presents a theoretical exploration of system interoperability that lacks specific focus on multilingual programming language integration, failing to meet most screening criteria related to technical software engineering challenges. While discussin…",maybe,yes
Contextual word embeddings for tabular data search and integration,2022,Neural computing & applications (Print),https://doi.org/10.1007/s00521-022-08066-8,Exclude,EC1,"The research paper focuses on tabular data integration using word embeddings, which fundamentally diverges from the systematic review's criteria of programming language interoperability and multilingual software systems. Despite presenting technical and empiri…",maybe,yes
Software infrastructure and data pipelines established for technical interoperability within a cross-border cooperation for the flora of the Bohemian Forest,2022,Biodiversity Data Journal,https://doi.org/10.3897/BDJ.10.e87254,Exclude,EC1,"The abstract describes a biodiversity data sharing solution between the Czech Republic and Bavaria, focusing on cross-border plant occurrence data integration. Despite being a technical paper, it does not address programming language interoperability or multil…",maybe,yes
T3L: Translate-and-Test Transfer Learning for Cross-Lingual Text Classification,2023,Transactions of the Association for Computational Linguistics,https://doi.org/10.1162/tacl_a_00593,Exclude,EC1,"The research focuses on cross-lingual text classification in natural language processing, which fundamentally differs from the screening criteria's emphasis on programming language interoperability. Despite presenting a sophisticated technical solution with em…",maybe,yes
"BIM Methodology in Structural Design: A Practical Case of Collaboration, Coordination, and Integration",2022,Buildings,https://doi.org/10.3390/buildings13010031,Exclude,EC1,"The abstract describes a Building Information Modelling (BIM) study focused on system interoperability, but fails to meet most screening criteria related to multilingual programming language integration. While the paper presents empirical research and technica…",maybe,yes
Chapter 16: Text Mining for Translational Bioinformatics,2013,PLoS Comput. Biol.,https://doi.org/10.1371/journal.pcbi.1003044,Exclude,EC1,"The abstract focuses on text mining in biomedical contexts, primarily addressing natural language processing challenges rather than programming language interoperability. Despite being a technical paper in English, it fails to meet most screening criteria rela…",maybe,yes
Intelligent Transportation System Protocol Interoperability Evaluation,2025,IEEE Open Journal of Intelligent Transportation Systems,https://doi.org/10.1109/ojits.2025.3531549,Exclude,EC1,"The research focuses on protocol interoperability in transportation systems, primarily addressing technical challenges of connecting disparate ecosystems through a six-step evaluation method. Despite presenting a structured approach to integration, the study d…",maybe,yes
"Software Processes and Methodologies Modeling Language SPMML, A Holistic Solution for Software Engineering",2014,IEEE Latin America Transactions,https://doi.org/10.1109/TLA.2014.6868888,Exclude,EC1,"The research focuses on software process modeling methodology rather than multilingual software systems, failing to meet key screening criteria related to programming language interoperability. While the paper presents a technical solution and includes case st…",maybe,yes
Towards a recipe for language decomposition: quality assessment of language product lines,2022,Empirical Software Engineering,https://doi.org/10.1007/s10664-021-10074-6,Exclude,EC1,"The research paper focuses on programming language engineering and language workbenches, but does not address multilingual software systems or interoperability between different programming languages. While technically rigorous and presenting empirical evidenc…",maybe,yes
“I wish I could use any language as it comes to mind”: User experience in digital platforms in the context of multilingual personal information management,2024,J. Assoc. Inf. Sci. Technol.,https://doi.org/10.1002/asi.24964,Exclude,EC1,"The study focuses on multilingual user experience in personal information management, which fundamentally diverges from the technical requirements of software engineering and programming language interoperability. Despite being an empirical research paper, it …",maybe,yes
Learning Managent Systems and Face-to-Face Teaching in Bilingual Modality (Libras/Portuguese),2012,IEEE Latin America Transactions,https://doi.org/10.1109/TLA.2012.6362362,Exclude,EC1,"The study focuses on bilingual educational technology for deaf students, specifically examining Learning Management Systems in Libras and Portuguese, but does not address programming language interoperability or multilingual software systems. Despite presentin…",maybe,yes
LIF at TAC MultiLing: Towards a Truly Language Independent Summarizer,2011,Text Analysis Conference,-,Exclude,EC1,"The abstract describes a multilingual text summarization system focused on natural language processing, which fundamentally differs from the screening criteria's emphasis on programming language interoperability. Despite addressing multilingual aspects, the re…",maybe,yes
Multilinguality and LLOD: A survey across linguistic description levels,2024,Semantic Web,https://doi.org/10.3233/sw-243591,Exclude,EC1,"The abstract describes a linguistic resource survey focused on multilingual data integration, which fundamentally diverges from the screening criteria's emphasis on programming language interoperability and software engineering challenges. Despite addressing m…",maybe,yes
Paving the way for enriched metadata of linguistic linked data,2022,Semantic Web,https://doi.org/10.3233/sw-222994,Exclude,EC1,"The research focuses on linguistic resource metadata and interoperability within natural language processing, which fundamentally differs from multilingual software system requirements. Despite presenting technical solutions and empirical analysis, the study d…",maybe,yes
A fuzzy rule-based system to assess e-government technical interoperability maturity level,2014,-,https://doi.org/10.1108/TG-08-2013-0028,Exclude,EC1,"The abstract describes a technical interoperability assessment system that lacks specific focus on multilingual programming language interactions. While the research presents a technical solution with assessment methods, it does not meet key screening criteria…",maybe,yes
Linking discourse-level information and the induction of bilingual discourse connective lexicons,2022,Semantic Web,https://doi.org/10.3233/sw-223011,Exclude,EC1,"The research focuses on linguistic discourse analysis across multiple languages, primarily examining linguistic structures and annotation methods rather than software engineering or programming language interactions. Despite addressing multilingual contexts, t…",maybe,yes
Interoperability of health data using FHIR Mapping Language: transforming HL7 CDA to FHIR with reusable visual components,2024,Frontiers Digit. Health,https://doi.org/10.3389/fdgth.2024.1480600,Exclude,EC1,"The research paper addresses healthcare data interoperability through data format transformation, but does not meet the systematic review's criteria for programming language interoperability. While technically robust and empirically validated, the study focuse…",maybe,yes
Towards automatic evaluation of the Quality-in-Use in context-aware software systems,2022,Journal of Ambient Intelligence and Humanized Computing,https://doi.org/10.1007/s12652-021-03693-w,Exclude,EC1,"The research paper focuses on context-aware systems and quality evaluation, fundamentally misaligning with the screening criteria for multilingual software systems and programming language interoperability. Despite meeting some general research quality standar…",maybe,yes
Technical issues in test process assessment and their current handling in TestSPICE,2014,J. Softw. Evol. Process.,https://doi.org/10.1002/smr.1585,Exclude,EC1,"The abstract fails to meet critical screening criteria related to multilingual software systems, programming language interoperability, and integration challenges. Despite being a technical paper in software engineering, it lacks evidence of addressing multili…",maybe,yes
Experiences using Tedeso: an extensible and interoperable model-based testing platform,2013,International Conference on Automated Software Engineering,https://doi.org/10.1007/s10515-012-0118-3,Exclude,EC1,"The abstract describes a software testing platform focused on tool integration and service-oriented architecture, but lacks explicit evidence of multilingual programming language support or interoperability. While the paper addresses technical integration chal…",maybe,yes
Adaptive Language Translation in Multinational Info Service Platforms,2025,Indian Journal of Information Sources and Services,https://doi.org/10.51983/ijiss-2025.ijiss.15.2.17,Exclude,EC1,"The systematic review criteria focus on multilingual programming language systems, but this paper exclusively addresses natural language translation using NLP and AI techniques. Despite being a technically rigorous study, the research fundamentally diverges fr…",maybe,yes
Special issue SOCO 2015: Recent advancements in soft computing and its application in industrial and environmental problems,2018,Neurocomputing,https://doi.org/10.1016/j.neucom.2017.06.075,Exclude,EC1,"The research focuses on multi-domain conversational systems within natural language processing, which fundamentally differs from the screening criteria's emphasis on multilingual programming language integration. Despite presenting a technical solution with em…",maybe,yes
Third-Party Software's Trust Quagmire,2015,Computer,https://doi.org/10.1109/MC.2015.372,Exclude,EC1,"The abstract discusses software integration and interoperability challenges but lacks specific focus on multilingual programming language interactions. While addressing general software integration concerns, the text does not explicitly demonstrate criteria re…",maybe,yes
Greasing the wheels for comparative communication research: Supervised text classification for multilingual corpora,2021,Computational Communication Research,https://doi.org/10.5117/ccr2021.3.001.lind,Exclude,EC4,The full-text accessibility of the paper cannot be determined from the abstract alone.,no,maybe
Multisource spatial data integration for use cases applications,2022,Trans. GIS,https://doi.org/10.1111/tgis.12987,Exclude,EC1,"The abstract describes a geospatial data integration methodology that fundamentally differs from the required focus on multilingual software systems and programming language interoperability. Despite presenting a technical approach to data integration, the pap…",maybe,yes
Empirical studies in software and systems traceability,2017,Empirical Software Engineering,https://doi.org/10.1007/s10664-017-9509-1,Exclude,EC1,"The paper focuses on software traceability and does not address multilingual software systems or language interoperability, failing key screening criteria related to language support and interlanguage collaboration. Despite being a rigorous software engineerin…",maybe,yes
Assessing and piloting interoperability for population health research,2020,-,https://doi.org/10.1093/eurpub/ckaa165.270,Exclude,EC1,"The research paper focuses on health data interoperability across national systems, presenting a federated research network architecture with technical solutions for data integration. Despite being a technically rigorous study, it does not address multilingual…",maybe,yes
Bridging the gaps: interoperability for language engineering architectures using GrAF,2012,Language Resources and Evaluation,https://doi.org/10.1007/s10579-011-9175-7,Exclude,EC4,Cannot be determined from the abstract alone.,no,yes
An approach for semantic interoperability in autonomic distributed intelligent systems,2022,J. Softw. Evol. Process.,https://doi.org/10.1002/smr.2436,Exclude,EC1,"The research addresses semantic interoperability in distributed intelligent systems, presenting a technical solution through AutonoML language, but does not focus on multilingual programming language systems. While the study demonstrates empirical evidence and…",maybe,yes
Integración de Paradigmas de Traducción Automática (IMTraP),2016,-,-,Exclude,EC1,"The research focuses on machine translation across multiple natural languages, specifically Chinese, Spanish, and English, but does not address programming language interoperability. While the study demonstrates technical sophistication in natural language pro…",maybe,yes
A DSL-based Approach to Product Derivation for Software Product Line,2016,Acta Informatica Pragensia,https://doi.org/10.18267/j.aip.90,Exclude,EC2,"The abstract focuses on software product line engineering and model-driven engineering, lacking any substantive discussion of multilingual programming or language interoperability. Despite meeting some general research criteria, the paper fundamentally fails t…",maybe,yes
An Integrated Management System for Composed Applications Deployed by Different Deployment Automation Technologies,2023,SN Computer Science,https://doi.org/10.1007/s42979-023-01810-4,Exclude,EC1,"The research addresses deployment automation technologies and management workflows, but lacks explicit focus on multilingual programming language systems. While technically robust and presenting empirical evidence through a case study and prototype, the paper …",maybe,yes
A Formal Approach to Support Interoperability in Scientific Meta-workflows,2016,Journal of Grid Computing,https://doi.org/10.1007/s10723-016-9383-x,Exclude,EC1,"The abstract describes a technical approach to workflow system interoperability, but lacks explicit focus on programming language integration or multilingual software systems. While the research presents a rigorous methodology for workflow collaboration across…",maybe,yes
Globalizing Modeling Languages,2014,Computer,-,Exclude,EC1,"The research focuses on domain-specific modeling languages (DSMLs) and their coordination, which diverges from the screening criteria's emphasis on general-purpose programming language interoperability. While the paper addresses integration challenges and pres…",maybe,yes
A Framework for the Multi-Dimensional Assessment of Interoperability for Open Data Ecosystems Development,2024,Inf. Polity,https://doi.org/10.1177/15701255241297172,Exclude,EC1,"The research paper focuses on government data portal interoperability, which fundamentally differs from multilingual software systems and programming language interactions. Despite presenting a robust framework for assessing data portal integration, the study …",maybe,yes
Exploring the interaction of design variability and stochastic operational uncertainties in software-intensive systems through the lens of modeling,2024,Journal of Software and Systems Modeling,https://doi.org/10.1007/s10270-024-01226-5,Exclude,EC1,"The abstract describes a software engineering research paper focused on design variability and probabilistic modeling, which fundamentally lacks any discussion of multilingual software systems or language interoperability. Despite meeting some general scientif…",maybe,yes
Multi-version interactive assessment through the integration of GeoGebra with Moodle,2024,Frontiers in Education,https://doi.org/10.3389/feduc.2024.1466128,Exclude,EC1,"The research paper focuses on educational technology integration between GeoGebra and Moodle, presenting a technical solution for interactive assessment, but fundamentally fails to meet the screening criteria related to multilingual software systems and progra…",maybe,yes
Agape: A Syntactic-Based Analysis Method for Automatic API Connection Points Discovery in Systems-of-Information Systems,2024,IEEE Systems Journal,https://doi.org/10.1109/JSYST.2024.3465391,Exclude,EC1,"The research presents a technical approach to API interoperability with strong empirical methods, but lacks specific focus on multilingual programming language systems. While demonstrating rigorous scientific methodology and addressing system integration chall…",maybe,yes
Lost in interpretation: Making sense of equivocalities and tensions in approaches to interoperability,2024,Journal of Information and Technology,https://doi.org/10.1177/02683962241295785,Exclude,EC1,"The abstract discusses organizational interoperability challenges but lacks specific focus on multilingual programming language interactions, failing to meet key screening criteria related to language integration and technical language collaboration. While the…",maybe,yes
Model based component development and analysis with ComMA,2023,Science of Computer Programming,https://doi.org/10.1016/j.scico.2023.103067,Exclude,EC1,"The abstract describes a software engineering framework for component interfaces, but lacks explicit focus on multilingual systems or programming language interoperability. While the paper addresses integration challenges and presents a technical solution, it …",maybe,yes
Applying Neutrosophic Iadov Technique for assessing an MDD-based approach to support software design,2022,International journal of neutrosophic science,https://doi.org/10.54216/ijns.190207,Exclude,EC1,"The abstract focuses on software architectural design and MDA approaches, but lacks any substantive discussion of multilingual systems, language interoperability, or cross-language software integration. Despite meeting some general research criteria like being…",maybe,yes
Proceedings of the 15th Annual Meeting of the Forum for Information Retrieval Evaluation,2023,Fire,https://doi.org/10.1145/3632754,Exclude,EC4,Cannot be determined from the abstract alone.,no,yes
Technical perspective: Entity matching with Magellan,2020,Communications of the ACM,https://doi.org/10.1145/3405464,Exclude,EC1,"The abstract describes a data integration tool focused on entity matching, but lacks substantive evidence of multilingual programming language interoperability. While technically sophisticated and empirically grounded, the research does not address the core sc…",maybe,yes
Enhancing nursing care through technology and standardized nursing language: The TEC-MED multilingual platform.,2024,International Journal of Nursing Terminologies and Classifications,https://doi.org/10.1111/2047-3095.12493,Exclude,EC1,"The study presents a multilingual healthcare platform supporting six languages, but does not address programming language interoperability or technical challenges of multilingual software integration. While demonstrating technical sophistication in healthcare …",maybe,yes
INTER-IoT Architecture for Platform Interoperability,2021,Internet of Things,https://doi.org/10.1007/978-3-030-82446-4_3,Exclude,EC1,"The abstract addresses IoT platform interoperability but lacks specific focus on programming language interactions, failing to meet key screening criteria related to multilingual software systems. While technically robust in discussing platform-level integrati…",maybe,yes
Semi-Automatic Building and Learning of a Multilingual Ontology,2023,ACM Trans. Asian Low Resour. Lang. Inf. Process.,https://doi.org/10.1145/3615864,Exclude,EC1,"The research focuses on multilingual ontology building using natural language processing techniques, primarily addressing Arabic, English, and French language integration through Wikipedia corpus analysis. Despite presenting a sophisticated technical methodolo…",maybe,yes
The Standard Problem,2023,J. Am. Medical Informatics Assoc.,https://doi.org/10.48550/arXiv.2304.09114,Exclude,EC1,"The abstract presents a theoretical framework about standards and interoperability that lacks specific focus on multilingual programming systems or language interactions. While the paper discusses technical concepts of integration and conformance, it does not …",maybe,yes
Assessing tool chain interoperability in cyber-physical systems : A systematic review,2017,-,-,Exclude,EC4,The full-text accessibility cannot be determined from the abstract alone.,no,no
Mixture-of-Languages Routing for Multilingual Dialogues,2024,ACM Trans. Inf. Syst.,https://doi.org/10.1145/3676956,Exclude,EC1,"The research focuses on multilingual dialogue systems in natural language processing, which fundamentally differs from the systematic review's requirements for programming language interoperability. Despite presenting a sophisticated technical framework with e…",maybe,maybe
EVALUATING ORGANIZATIONAL CHARACTERISTICS COMPLEMENTARY WITH ENTERPRISE SOFTWARE PRODUCTS,2020,Journal of Business and Economic Management,https://doi.org/10.3846/jbem.2020.12443,Exclude,EC1,"The research paper focuses on enterprise software deployment and organizational characteristics, fundamentally diverging from the systematic review's requirements for multilingual software systems and programming language interoperability. Despite being a rigo…",maybe,yes
Experiences using Tedeso: an extensible and interoperable model-based testing platform,2013,International Conference on Automated Software Engineering,https://doi.org/10.1007/s10515-012-0118-3,Exclude,EC1,"The abstract describes a software testing platform focused on tool integration and service-oriented architecture, but lacks explicit evidence of multilingual programming language support or interoperability. While the paper addresses technical integration chal…",maybe,yes
Worldwide Language Service Infrastructure,2015,Lecture Notes in Computer Science,https://doi.org/10.1007/978-3-319-31468-6,Exclude,EC4,The full text accessibility cannot be determined from the abstract alone.,no,yes
The FEMTI guidelines for contextual MT evaluation: principles and resources,2021,Linguistica Anverpiensia New Series ? Themes in Translation Studies,https://doi.org/10.52034/LANSTTS.V0I8.244,Exclude,EC1,"The research focuses on machine translation evaluation metrics and frameworks, primarily addressing natural language translation rather than programming language interoperability. Despite being a technically rigorous study in software engineering, the paper fa…",maybe,yes
Advancing Multivariate Time Series Similarity Assessment: An Integrated Computational Approach,2024,IEEE Access,https://doi.org/10.1109/ACCESS.2025.3584712,Exclude,EC1,"The research paper focuses on time series data analysis and does not address multilingual software systems or programming language interoperability. Despite being a technical paper with empirical evidence, it fails to meet the core screening criteria related t…",maybe,yes
Implementation and validation of the C3-Cloud system: a new generation for integrated care tool developed with and for multimorbid patients,2021,International Journal of Integrated Care,https://doi.org/10.5334/ijic.icic20445,Exclude,EC1,"The abstract describes a healthcare system integration project that does not address multilingual programming language interactions or software interoperability. Despite discussing technical integration, the paper fails to meet the screening criteria focused o…",maybe,yes
FARFADET: contribution to consistency management in multi-physical systems engineering,2025,International journal of computer integrated manufacturing (Print),https://doi.org/10.1080/0951192x.2025.2461024,Exclude,EC1,"The research paper addresses systems engineering and tool integration, but does not meet the specific screening criteria for multilingual software systems. While technically robust, the study focuses on multi-paradigm modeling and data consistency rather than …",maybe,yes
Establishing interoperability between EMF and MSDKVS: an M3-level-bridge to transform metamodels and models,2024,Journal of Software and Systems Modeling,https://doi.org/10.1007/s10270-024-01169-x,Exclude,EC1,"The research addresses metamodeling platform interoperability through a technical bridge between EMF and MSDKVS, presenting empirical evidence and assessment methods. While the study demonstrates strong technical merit in software engineering, it does not prim…",maybe,yes
A novel way of extracting full-fledged terminologies from multilingual texts,2023,Lexicographica,https://doi.org/10.1515/lex-2023-0011,Exclude,EC1,"The research focuses on terminology science and natural language processing, primarily addressing linguistic terminology extraction across domains and languages. Despite involving multiple languages, the study does not meet the screening criteria related to so…",maybe,yes
ICSSP 2015–Special Issue Introduction,2016,J. Softw. Evol. Process.,https://doi.org/10.1002/smr.1786,Exclude,EC1,"The abstract discusses software development processes and system integration at a high level, but lacks specific focus on multilingual programming systems and their technical challenges. While meeting some basic criteria like publication language and scientifi…",maybe,yes
Interoperable organisations in crisis: Supporting data surveillance during Indonesia's COVID-19 pandemic,2025,Information Development,https://doi.org/10.1177/02666669251327350,Exclude,EC1,"The research primarily addresses organizational data integration for COVID-19 tracking in Indonesia, focusing on governmental interoperability rather than multilingual programming language interactions. Despite presenting empirical research methods, the study …",maybe,yes
Global interoperability and linked data in libraries: ICCU international committment,2013,-,https://doi.org/10.4403/JLIS.IT-8726,Exclude,EC1,"The document focuses on cultural heritage digitization and metadata sharing, primarily addressing multilingual content integration in a digital humanities context rather than software engineering or programming language interoperability. Despite mentioning mul…",maybe,yes
Research data infrastructures in environmental sciences—Challenges and implementation approaches focusing on the integration of software components,2024,Trans. GIS,https://doi.org/10.1111/tgis.13131,Exclude,EC1,"The research paper focuses on software architectures for research data infrastructures in environmental sciences, but lacks specific evidence of multilingual programming language interaction or interoperability. Despite meeting some general scientific criteria…",maybe,yes
Distributed Applications and Interoperable Systems,2013,Lecture Notes in Computer Science,https://doi.org/10.1007/978-3-642-38541-4,Exclude,EC1,The extremely brief conference proceedings abstract provides insufficient information to confidently assess most screening criteria related to multilingual software systems and programming language interoperability. While the conference topic suggests potentia…,maybe,yes
Multiword Discourse Markers Across Languages: A Linguistic and Computational Perspective,2025,International Journal of Applied Linguistics,https://doi.org/10.1111/ijal.12755,Exclude,EC1,"The research focuses on linguistic discourse markers across multiple languages, presenting a corpus analysis and prediction models for natural language processing. Despite addressing multiple languages, the study does not meet key screening criteria related to…",maybe,yes
Semantic Interoperability of Multi-Agent Systems in Autonomous Maritime Domains,2025,Electronics,https://doi.org/10.3390/electronics14132630,Exclude,EC1,"The abstract focuses on maritime system interoperability and semantic integration, but lacks specific discussion of multilingual programming language interactions. Despite addressing system-level integration challenges, the paper does not meet the core screeni…",maybe,yes
Distributed Applications and Interoperable Systems,2012,Lecture Notes in Computer Science,https://doi.org/10.1007/978-3-642-30823-9,Exclude,EC4,The full-text accessibility of the paper cannot be determined from the abstract alone.,no,yes
Ontologies models cohesiveness: a first assessment of integration,2012,-,-,Exclude,EC1,"The abstract describes an ontology integration technique for GIS environments, focusing on semantic mapping between different systems. Despite addressing integration challenges, the paper does not meet the screening criteria related to multilingual programming…",maybe,yes
Linked Heritage: a collaborative terminology management platform for a network of multilingual thesauri and controlled vocabularies,2013,-,https://doi.org/10.4403/JLIS.IT-5471,Exclude,EC4,Cannot be determined from the abstract alone.,no,yes
Systems Interoperability Evaluation through Formalisation of Semantic Relationships,2011,-,https://doi.org/10.1002/INST.201114411,Exclude,EC1,"The abstract addresses enterprise system interoperability at a conceptual level, focusing on information exchange and collaboration between organizations, but lacks specific details about programming language interactions. While the paper discusses technical i…",maybe,yes
A METHOD FOR FORMALIZING REQUIREMENTS INTEROPERATION IN COMPLEX SYSTEMS ENGINEERING,2015,-,https://doi.org/10.1002/INST.12058,Exclude,EC1,"The research project focuses on system requirements modeling and semantic interoperability, but lacks explicit evidence of multilingual software system integration or programming language collaboration. While the study presents a technical approach to requirem…",maybe,yes
Etude des mécanismes d’interopérabilité des systèmes d’information basés sur les services Web sémantiques,2017,-,-,Exclude,EC1,"The research paper addresses semantic interoperability in web services, presenting a service-oriented architecture with three layers, but does not focus on multilingual programming language integration. While the study offers technical solutions for web servic…",maybe,yes
Multi-standards metadata cataloguing tools for Ocean Observatories,2011,-,https://doi.org/10.12681/MMS.70,Exclude,EC1,"The abstract addresses information system interoperability and metadata standards, but does not meet the specific screening criteria related to multilingual programming language integration. While the paper discusses technical solutions for system integration,…",maybe,yes
Development of a method for remediation of water with excessive content of fluoride using eggshell,2016,-,https://doi.org/10.1016/j.bone.2014.12.041,Exclude,EC1,"The research focuses on cross-language information retrieval and spelling correction techniques, primarily addressing natural language processing challenges rather than programming language interoperability. While the study demonstrates technical sophisticatio…",maybe,yes
THE ARCHAEOLOGICAL URBAN INFORMATION SYSTEM OF VERONA: AN APPROACH TO INTEROPERABILITY THROUGH STANDARD-BASED CONCEPTUAL MODELLING,2018,-,https://doi.org/10.19282/AC.29.2018.19,Exclude,EC1,"The abstract describes an archaeological information system integration project that does not meet the screening criteria for multilingual programming language research. While the paper demonstrates technical interoperability between two systems, it lacks focu…",maybe,yes
Multilingualism and conceptual modelling,2016,-,https://doi.org/10.5209/CLAC.52774,Exclude,EC1,"The research focuses on multilingual semantic web and knowledge representation in natural language contexts, fundamentally diverging from programming language interoperability requirements. Despite addressing multilingual systems, the study fails to meet criti…",maybe,yes
